"","COMID","FromNode","ToNode","AreSqKM","acm_resp","reach_lgt","reach_slp","river_lgt","river_slp","catch_area","wshd_area","reach_resp","logDA_km2","logw_m","length_m","d50m","order","doc_annual","do_annual","nitrates","res_time","hz_exchng","aer_resp","anb_resp","p_ant","p_frt","p_shb","p_ant_t","p_frt_t","p_shb_t","hl","hrl","ht","hrt"
"77",23099578,50019215,50019214,4.6278,186796.6262,1.599,0,10492.64,0.034662,4.63,14052.44,23.22213258,4.147751761,2.051627101,1599,0.012354117,7,2.306543564,10.90028859,0.445705222,5.490925007,-3.456210117,22.97960923,0.24252335,0.5902,0,0.4098,0.2651,0.3317,0.4032,0.676785670976613,0.616036865741878,1.08423420707854,0.986912506133532
"78",23099580,50019216,50019215,2.2428,186675.3532,0.804,0,10488.12,0.034653,2.24,14045.42,8.859538078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9254,0,0.0746,0.2649,0.332,0.4031,0.265378385976271,0.24155781681452,1.08420867900118,0.986889269476143
"79",23099582,50019217,50019216,0.0135,186568.3912,0.088,0,10485.91,0.034656,0.01,14041.46,56.88545227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,0.2,0.2647,0.3321,0.4032,0.500402423538188,0.455485915003595,1.08414401453577,0.98683040934315
"80",23099584,50019218,50019217,0.3357,186511.5058,0.362,0,10485.82,0.034656,0.34,14041.45,8.076207161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5362,0.0188,0.445,0.2647,0.3321,0.4032,0.769202939790288,0.700158689033802,1.08414401453577,0.98683040934315
"81",23099586,50019219,50019218,0.5319,186503.4296,0.546,0,10485.46,0.034658,0.53,14041.12,6.604075432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4907,0.0338,0.4755,0.2647,0.3321,0.4032,0.817312026296793,0.743949466729206,1.08414401453577,0.98683040934315
"82",23099588,50019220,50019219,0.1278,186496.8255,0.29,0,10484.91,0.034659,0.13,14040.58,14.17001057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5492,0.0423,0.4085,0.2647,0.3321,0.4032,0.82864013774807,0.754260758135759,1.08414401453577,0.98683040934315
"83",23099590,50019221,50019220,0.5814,186482.6555,0.174,0,10484.62,0.03466,0.58,14040.46,5.215393066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,0.0527,0.4783,0.2647,0.3321,0.4032,0.862962438600255,0.785502262719505,1.08414401453577,0.98683040934315
"84",23099594,50019222,50140807,1.0998,186055.3822,0.879,0,10296.79,0.034536,1.1,13924.6,2.505750328,4.143782735,2.04953785,879,0.003061366,7,2.287299957,10.89904021,0.443595054,6.780725567,-4.498045672,2.480206319,0.025544009,0.4288,0.0057,0.5655,0.2623,0.3348,0.4029,0.714906676184902,0.650736100040908,1.08363582897069,0.986367838907415
"85",23099596,50019223,50019222,1.4652,186052.8764,0.225,0,10295.91,0.034539,1.47,13923.5,7.289766788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1468,0,0.8532,0.2623,0.3348,0.4029,0.417117969762125,0.379677138208433,1.08363582897069,0.986367838907415
"86",23099598,50019224,50019223,3.492,185948.0814,1.349,0,10293.11,0.034539,3.49,13920.63,3.591080512,4.143658787,2.049472605,1349,0.003939707,7,2.263290218,10.89900126,0.443580497,6.499219515,-4.334907983,3.55534273,0.035737782,0.1018,0.0028,0.8954,0.2623,0.3349,0.4028,0.347973869299511,0.316739465677535,1.08365431713219,0.986384667557242
"87",23099600,50019225,50019224,2.8602,185944.4903,0.748,0,10291.76,0.034543,2.86,13917.13,3.285251162,4.143549831,2.049415252,748,0.003796768,7,2.280107725,10.89896691,0.443570682,6.357151235,-4.370720913,3.251995727,0.033255435,0.3387,0.0062,0.6551,0.2623,0.335,0.4027,0.675292153721272,0.614677407750422,1.08367275060782,0.986401446429838
"88",23099602,50019226,50019225,12.6063,185844.0845,3.337,0,10289.19,0.034537,12.61,13912.94,7.871586861,4.143419018,2.049346394,3337,0.00573932,7,2.297012356,10.89892578,0.589325091,6.083305321,-3.993119971,7.788816016,0.082770845,0.5072,0.0143,0.4785,0.2623,0.3351,0.4026,0.757753750222937,0.689737187576512,1.08369112940032,0.986418175527707
"89",23099606,50019227,50140810,0.225,185424.7049,0.212,0,10271.95,0.034468,0.23,13886.27,10.37834358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664,0.04,0.296,0.2615,0.3357,0.4028,0.760994355085306,0.692686913240237,1.08345666668936,0.986204758371015
"90",23099608,50019228,50019227,19.3959,185414.3265,4.265,0,10271.73,0.034468,19.4,13886.04,7.043301261,4.142578487,2.048903947,4265,0.005374014,7,2.284117755,10.89866141,0.587716685,6.173035044,-4.044205974,6.970279654,0.073021607,0.3966,0.0133,0.5901,0.2615,0.3357,0.4028,0.735498369315373,0.669479466870925,1.08345666668936,0.986204758371015
"91",23099610,50019229,50019659,0.2637,5.898475227,0.669,0.02,105.48,0.018771,0.26,114.31,0.122952661,2.058094103,0.951654506,669,0.000371188,4,2.66790943,9.771714514,2.21308732,6.269709204,-6.012512494,0.119559582,0.003393079,0.9795,0.0068,0.0137,0.5831,0.0013,0.4156,0.113004010791261,0.102860683388368,0.688071261967578,0.62630945335752
"92",23099612,50019230,50019229,0.036,5.775522566,0.051,0.02,104.81,0.018701,0.04,114.05,1.478107095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.5822,0.0013,0.4165,0,0,0.688374365149488,0.62658534976341
"93",23099614,50019231,50019230,2.1843,4.297415471,1.179,0.01,104.76,0.018519,2.18,114.01,0.012913912,2.056953992,0.951054365,1179,0.000148117,4,2.551758066,9.771355548,2.216791773,7.160208841,-6.852942329,0.012609608,0.000304305,0.8598,0.0244,0.1158,0.582,0.0013,0.4167,0.47013104237829,0.427931716427684,0.688441268295515,0.626646247631309
"94",23099616,50019232,50019231,20.6658,4.284501559,0.996,0.01,103.58,0.018633,20.67,111.83,0.006033837,2.048552888,0.946632117,996,8.95e-05,4,2.590410314,10.58619434,2.267566212,7.681342235,-7.252588192,0.00593318,0.000100657,0.9574,0.0034,0.0392,0.5767,8e-04,0.4225,0.187976863480222,0.171103914837976,0.687151039453017,0.625471830727542
"95",23099618,50019233,50019232,1.2015,4.278467722,1.593,0.01,102.59,0.018715,1.2,91.16,0.005540027,1.959817656,0.899922875,1593,8.64e-05,4,2.369242169,9.963771929,2.356517719,7.641146895,-7.250263684,0.005447314,9.27e-05,0.988,0,0.012,0.4904,2e-04,0.5094,0.0650018938097877,0.0591672735507009,0.69473142278539,0.632371792989535
"96",23099620,50019234,50019233,0.2394,4.272927695,0.518,0.01,100.99,0.018913,0.24,89.96,0.004253335,1.954055723,0.896889858,518,8.7e-05,4,2.207653121,9.961961854,2.372128901,7.595317235,-7.315154638,0.004193949,5.94e-05,0.7669,0.0639,0.1692,0.4837,2e-04,0.5161,0.679900456440472,0.618872065653609,0.694386892837036,0.632058188315796
"97",23099622,50019235,50019234,4.1841,4.263668447,3.532,0.02,98.86,0.018916,4.18,88.51,0.033317532,1.947008042,0.893180037,3532,0.000212732,4,2.219375007,9.959742188,2.389039874,6.757847359,-6.429573822,0.032841547,0.000475985,0.9178,0.0011,0.0811,0.476,1e-04,0.5239,0.289947762737849,0.263921827316681,0.692951135918895,0.630751306049003
"98",23099624,50019236,50019235,0.8901,1.339240683,1.392,0.01,89.77,0.018269,0.89,74.94,0.012819062,1.874731074,0.855134243,1392,0.000126838,4,2.495788403,10.02936594,2.685642487,7.180214447,-6.961777362,0.012570091,0.000248971,1,0,0,0.4205,0,0.5795,0,0,0.680452873808072,0.619374897611068
"99",23099626,50019237,50019236,1.1358,1.064306801,1.368,0.01,87.5,0.017943,1.14,68.35,0.010685052,1.834735977,0.834081268,1368,0.000131366,4,2.008202447,10.05990795,2.805957582,7.06682701,-6.953114809,0.010569303,0.000115749,0.976202379762024,0,0.0237976202379762,0.3993,0,0.6007,0.112471726300179,0.102376177164861,0.672726820401346,0.612342340733253
"100",23099628,50019238,50019237,5.3784,1.05362175,1.949,0.01,86.13,0.018112,5.38,67.21,0.011093439,1.827458449,0.830250458,1949,0.000151325,4,1.840754119,10.08191504,3.031535218,6.960754749,-6.81079051,0.010992893,0.000100546,0.7169,0,0.2831,0.3895,0,0.6105,0.59585736749388,0.542372749367532,0.668523905230841,0.608516682478874
"101",23099630,50019239,50019238,1.3617,1.042528311,1.123,0.02,84.18,0.018413,1.36,61.84,0.017921302,1.791237174,0.811183981,1123,0.000181527,4,1.74343828,10.11914952,3.337545739,6.750019415,-6.644165504,0.017775016,0.000146285,0.7601,0,0.2399,0.361,0,0.639,0.550964632721093,0.501509621186787,0.653991389676722,0.59528861675995
"102",23099632,50019240,50019239,1.5327,1.024607009,1.303,0.02,83.06,0.01842,1.53,60.47,0.014608743,1.781566541,0.806093467,1303,0.000173211,4,1.67914262,10.11608932,3.374522158,6.79926795,-6.677780705,0.014496246,0.000112498,0.5719,0,0.4281,0.352,0,0.648,0.682772029360362,0.621485883967412,0.648675933935333,0.590450280436739
"103",23099634,50019241,50019240,0.0378,0.712619944,0.173,0.03,31.08,0.021236,0.04,22.62,0.026956803,1.35445228,0.581265261,173,0.000199436,3,1.978758459,9.947746303,3.985234509,6.269938652,-6.526805091,0.026660948,0.000295855,0.5238,0,0.4762,0.4467,0,0.5533,0.692013872366054,0.62989817199752,0.687454590472667,0.62574813477291
"104",23099636,50019242,50019241,0.4446,0.685265421,0.723,0.03,28.46,0.021434,0.44,20.15,0.011213229,1.304199608,0.554812813,723,0.000139793,3,2.07789125,9.888203705,4.112556325,6.591130329,-6.832387327,0.011072734,0.000140495,0.3219,0,0.6781,0.4797,0,0.5203,0.628293337615183,0.571897241725638,0.692322773986298,0.630179346369434
"105",23099638,50019243,50019242,0.3474,0.673812192,0.885,0.03,26.18,0.020626,0.35,18.09,0.016752663,1.257524985,0.530243809,885,0.000156371,3,2.155854741,9.985274025,4.311657597,6.444986777,-6.727462223,0.016532289,0.000220375,0.1762,0,0.8238,0.5026,0,0.4974,0.465582178649839,0.423791162225468,0.693133660499015,0.630917447081652
"106",23099640,50019244,50019243,0.2448,0.655942281,0.933,0.03,22.92,0.020506,0.24,16.25,0.016691302,1.210936207,0.505719994,933,0.000154858,3,2.270147186,10.09151235,4.553649501,6.402000966,-6.747389659,0.016451326,0.000239975,0.125,0,0.875,0.5355,0,0.4645,0.376770161256437,0.342950980198128,0.690624558638285,0.628633564144413
"107",23099642,50019245,50019244,1.0404,0.638368244,1.198,0.03,18.99,0.020537,1.04,13.67,0.01121697,1.135714502,0.466124123,1198,0.000116934,3,2.390828768,10.21858581,4.905139532,6.653080706,-6.953895213,0.011040199,0.000176772,0.2612,0,0.7388,0.562,0,0.438,0.57430834091809,0.522757980082624,0.685439356596999,0.623913789848449
"108",23099644,50019246,50019245,0.1899,0.627151274,0.247,0.03,17.79,0.020236,0.19,12.63,0.011083721,1.101331134,0.4480251,247,0.000121494,3,2.486619887,10.30013514,5.156548968,6.558414783,-6.955852379,0.010894665,0.000189057,0.3602,0,0.6398,0.5868,0,0.4132,0.653533180824156,0.594871537088357,0.678002086801756,0.617144095141812
"109",23099646,50019247,50019246,0.0972,0.616067552,0.151,0.04,17.54,0.018814,0.1,12.44,0.023128671,1.094750552,0.444561155,151,0.000166565,3,2.485605747,10.31750842,5.207447177,6.233172231,-6.677780705,0.022737751,0.00039092,0.1667,0,0.8333,0.5902,0,0.4098,0.450614852796932,0.410167315116446,0.676785670976613,0.616036865741878
"110",23099648,50019248,50019247,0.2322,0.592938882,0.251,0.03,17.39,0.016676,0.23,12.34,0.014689651,1.091343314,0.442767622,251,0.000133175,3,2.495334198,10.33098877,5.235429692,6.465777695,-6.866461092,0.014439828,0.000249823,0.1434,0,0.8566,0.5935,0,0.4065,0.411087785648925,0.374188228084817,0.675559325310059,0.614920597810776
"111",23099650,50019249,50019248,3.429,0.578249231,5.025,0.03,17.14,0.015169,3.43,12.11,0.018266006,1.083093933,0.43842524,5025,0.000138565,3,2.530576123,10.34300168,5.290342866,6.457857526,-6.796967113,0.017943083,0.000322923,0.2354,0,0.7646,0.6022,0,0.3978,0.545719341582891,0.496735151437718,0.672109554236427,0.611780480856674
"112",23099652,50019250,50019249,1.7739,0.528371058,2.744,0.05,6.33,0.017378,1.77,4.57,0.016832731,0.660106222,0.215769204,2744,0.000119517,2,2.99548301,10.57447025,6.870135752,6.245472828,-6.92628165,0.016345193,0.000487538,0.3516,0,0.6484,0.7348,0,0.2652,0.648431479336771,0.590227768271999,0.578425983642927,0.526506020012006
"113",23099654,50155214,50019250,2.1051,0.253864259,1.904,0.03,1.9,0.015789,2.11,2.11,0.253864259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9846,0,0.0154,0.9846,0,0.0154,0.0795509782097664,0.0724104208830661,0.0795509782097664,0.0724104208830661
"114",23099656,50019251,50019228,43.722,185296.6645,8.076,0,10032.29,0.034858,43.72,13663.15,5.465641133,4.135550986,2.045204749,8076,0.004752675,7,2.305934309,11.6343164,0.579680889,6.255943324,-4.160933816,5.420967816,0.044673317,0.6369,0.0137,0.3494,0.2565,0.3412,0.4023,0.71351799583233,0.649472068710751,1.08220562945687,0.985066015208028
"115",23099658,50019252,50019251,1.1916,185291.1988,0.214,0.01,10024.21,0.034887,1.19,13619.43,49.06070686,4.134159018,2.044472032,214,0.056102907,7,2.410515761,11.66463529,0.574776659,4.520358464,-3.158504818,48.62105716,0.439649708,0.9464,0.0068,0.0468,0.2554,0.3421,0.4025,0.229370419417097,0.208781953181292,1.08185521173393,0.984747051250903
"116",23099660,50019253,50019252,0.0909,185242.1381,0.138,0.02,10024,0.034886,0.09,13618.24,84.46231578,4.134121019,2.04445203,138,0.189372713,7,2.407550208,10.89600127,0.574714016,4.147233523,-2.919629295,83.46047978,1.001835996,0.9406,0.0099,0.0495,0.2554,0.3421,0.4025,0.252076735620503,0.229450132881825,1.08185521173393,0.984747051250903
"117",23099662,50019254,50019253,0.0378,185157.6758,0.125,0,10023.86,0.034885,0.04,13618.15,35.85181046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.2554,0.3421,0.4025,0,0,1.08185521173393,0.984747051250903
"118",23099664,50019255,50019254,43.1181,185121.5906,6.918,0,10013.67,0.034916,43.12,13603.88,7.184553146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6075,0.0054,0.3871,0.2546,0.3425,0.4029,0.698361066599313,0.635675637167652,1.08155467051582,0.984473486844963
"119",23099666,50019256,50019255,51.2775,185018.9306,3.179,0,9999.81,0.034963,51.28,13553.93,9.257017136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5947,0.0149,0.3904,0.2531,0.3438,0.4031,0.738943561376208,0.67261541582796,1.08107037914255,0.984032665839896
"120",23099668,50019257,50019256,2.1735,185009.6736,0.215,0,9996.63,0.034974,2.17,13502.65,11.46596813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4568,0.0186,0.5246,0.2518,0.345,0.4032,0.770450175874993,0.701293972242965,1.08065086008837,0.983650803140466
"121",23099670,50019258,50019257,2.1051,184998.2076,0.18,0,9996.42,0.034975,2.11,13500.48,12.0685482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9607,0,0.0393,0.2519,0.345,0.4031,0.165713093861485,0.150838558398419,1.08069790759167,0.983693627623479
"122",23099672,50019259,50019258,9.5535,184986.1391,2.591,0,9996.24,0.034975,9.55,13498.37,6.634410858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9189,0.0022,0.0789,0.2517,0.3451,0.4032,0.291553550638292,0.265383478453307,1.08061933480782,0.983622107593475
"123",23099674,50019260,50019259,2.2311,184979.5047,0.4,0,9993.65,0.034984,2.23,13488.82,12.13494015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5926,0.0076,0.3998,0.2513,0.3453,0.4034,0.713687440576962,0.649626303964061,1.0804615510341,0.983478486613314
"124",23099676,50019261,50019260,1.2285,184967.3697,0.878,0,9993.25,0.034986,1.23,13486.59,5.788648486,4.12990201,2.042231191,878,0.004803143,7,2.399395448,10.89953523,0.408468427,6.288743149,-4.147760399,5.72244135,0.066207135,0.9019,0.0476,0.0505,0.2512,0.3454,0.4034,0.388842944877109,0.353940101424242,1.08042974004018,0.983449530998805
"125",23099678,50019262,50019261,53.6166,184961.4516,6.925,0,9985.24,0.035008,53.62,13461.46,0.093928274,4.12909223,2.041804931,6925,0.000625838,7,2.333651731,10.89928047,0.40672209,8.17596893,-5.929962133,0.092947409,0.000980865,0.8119,0.0238,0.1643,0.2499,0.346,0.4041,0.554884101512258,0.505077275428045,1.0799025948764,0.982969702792613
"126",23099680,50019263,50019262,0.0864,184866.1697,0.355,0,9973.92,0.035045,0.09,13383.64,1.190312669,4.126574097,2.040479414,355,0.001865103,7,2.840056191,10.90821034,0.479460982,7.101785496,-4.915441595,1.167557966,0.022754704,0.1459,0.8541,0,0.2469,0.348,0.4051,0.415530800151104,0.378232434169172,1.078746152232,0.981917063334335
"127",23099682,50019264,50019263,2.016,184864.9794,0.948,0,9971.27,0.035055,2.02,13380.55,5.615541935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2983,0.4821,0.2196,0.2468,0.348,0.4052,1.04548430020906,0.951640820872797,1.07869660458115,0.981871963118944
"128",23099684,50019265,50019264,2.4993,183650.1098,2.258,0,9540.25,0.0355,2.5,12961.69,4.166959286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1995,0.7627,0.0378,0.2354,0.3591,0.4055,0.652002295308967,0.593478065040957,1.07429091086089,0.977861727874256
"129",23099686,50019266,50019265,33.6447,183548.6016,4.459,0,9502.18,0.035589,33.64,12895.77,3.440050602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8408,0.1098,0.0494,0.2345,0.3608,0.4047,0.536940110446124,0.488743950877409,1.07400151364782,0.977598307178844
"130",23099688,50019267,50019266,3.6252,183545.1615,2.67,0,9497.72,0.035605,3.63,12862.13,0.041908446,4.109312878,2.0313933,2670,8.01e-06,7,2.31362209,10.92222476,0.446063444,8.502860378,-6.280171714,0.041479935,0.000428511,0.6033,0.2537,0.143,0.2329,0.3615,0.4056,0.930969896677218,0.847405318764338,1.07320163500287,0.976870226259673
"131",23099690,50019268,50019267,11.0691,183449.4999,3.9,0,9494.37,0.035618,11.07,12854.62,4.420126915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7446,0.1053,0.1501,0.2326,0.3616,0.4058,0.741270438569732,0.67473343072505,1.07304646163079,0.976728981369478
"132",23099692,50019269,50019268,0.2511,183444.7406,0.56,0,9471.66,0.035703,0.25,12764.84,6.714920521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3477,0.5519,0.1004,0.2313,0.3638,0.4049,0.92613728600952,0.843006486967584,1.07256534999803,0.976291054688948
"133",23099694,50019270,50019269,7.4511,181864.5727,5.032,0,8327.3,0.03846,7.45,11314.32,0.094189951,4.053628504,2.002081663,5032,0.000155293,7,2.54649478,10.94296459,0.453542727,8.501121387,-5.967300673,0.092960131,0.00122982,0.629,0.3471,0.0239,0.2489,0.3862,0.3649,0.748140377821562,0.680986718916608,1.08144423105509,0.984372960515636
"134",23099696,50019271,50019270,0.6354,181864.4785,0.219,0,8322.27,0.038483,0.64,11306.87,8.752398491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0666,0.9334,0,0.2486,0.3863,0.3651,0.244754053913982,0.222784740748446,1.08132353759896,0.984263100597473
"135",23099698,50019272,50019271,15.9444,181855.7261,4.721,0,8322.05,0.038485,15.94,11306.23,0.070195759,4.053317997,2.001918216,4721,0.000280173,7,2.47396607,10.9477278,0.453208704,8.501567421,-6.063435995,0.069353951,0.000841807,0.6833,0.2243,0.0924,0.2487,0.3862,0.3651,0.815554732499903,0.742349908982569,1.08136758145366,0.984303191041713
"136",23099700,50019273,50019272,0.09,181855.6559,0.304,0,8317.33,0.038506,0.09,11290.29,8.209860802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.71,0.13,0.2481,0.3864,0.3655,0.801609861260393,0.729656740170106,1.0811249951126,0.984082379438233
"137",23099702,50019274,50019273,2.9871,181847.4461,1.364,0,8317.03,0.038508,2.99,11290.2,0.133018844,4.052701647,2.001593776,1364,0.000603844,7,2.566618897,10.94753399,0.45221246,8.334058984,-5.836510642,0.131308505,0.00171034,0.8951,0.0895,0.0154,0.2481,0.3864,0.3655,0.379474746560236,0.345412799833404,1.0811249951126,0.984082379438233
"138",23099704,50019275,50019274,0.2142,181847.3131,0.269,0,8315.66,0.038514,0.21,11287.21,6.383274078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9664,0.0336,0.2479,0.3865,0.3656,0.147041590944689,0.133843024023474,1.08104184030077,0.984006688666627
"139",23099706,50019276,50019275,0,181840.9298,0.036,0,8315.39,0.038515,0,11287,144.0537415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9664,0.0336,0.2479,0.3865,0.3656,0.147041590944689,0.133843024023474,1.08104184030077,0.984006688666627
"140",23099708,50019277,50019276,0.9891,181696.8761,0.177,0,8315.36,0.038515,0.99,11287,6.067590237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4504,0.5496,0,0.2479,0.3865,0.3656,0.688218758776827,0.626443710739101,1.08104184030077,0.984006688666627
"141",23099710,50019278,50019277,0.3186,181690.8085,0.621,0,8315.18,0.038516,0.32,11286.01,5.951559067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2938,0.7062,0,0.2478,0.3866,0.3656,0.605519166251726,0.551167297596698,1.08099739655024,0.983966234221517
"142",23099712,50019279,50019278,4.9374,181684.8569,0.77,0,8314.56,0.038519,4.94,11285.69,4.954874516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843,0.1415,0.0155,0.2479,0.3865,0.3656,0.485258703048446,0.44170150657676,1.08104184030077,0.984006688666627
"143",23099714,50019280,50019279,3.5406,181679.902,1.405,0,8313.79,0.038523,3.54,11280.75,1.812396132,4.052338125,2.001402422,1405,0.002602208,7,2.445566726,10.94741961,0.451619994,6.813543752,-4.667741355,1.790969896,0.021426236,0.4548,0.3978,0.1474,0.2476,0.3866,0.3658,1.00724300390301,0.91683209289797,1.08091947754957,0.983895309290605
"144",23099716,50019281,50019280,0.1323,181678.0896,0.208,0,8312.38,0.038529,0.13,11277.21,5.823006864,4.052201795,2.00133066,208,0.004515889,7,2.549682386,10.94737674,0.451558855,6.088822428,-4.180470541,5.74513244,0.077874424,0.6122,0.3674,0.0204,0.2475,0.3866,0.3659,0.74768467009482,0.68057191586785,1.08088041646605,0.98385975436015
"145",23099718,50019282,50019281,3.4029,181672.2666,3.282,0,8312.18,0.03853,3.4,11277.08,0.094857861,4.0521967,2.001327978,3282,0.000161356,7,2.445230585,10.94737516,0.451557967,8.501018997,-5.945923443,0.093752305,0.001105555,0.4507,0.4022,0.1471,0.2475,0.3866,0.3659,1.00745110196127,0.917021511913577,1.08088041646605,0.98385975436015
